EmployeeID,Age,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,EducationField,PerformanceRating,NumCompaniesWorked,DistanceFromHome,Attrition
330,53,Sales,Sales Executive,22683,1,1,No,16,Technical Degree,1,2,6,Yes
331,48,Human Resources,Manager,20319,4,1,No,16,Life Sciences,4,0,28,Yes
332,38,Sales,Human Resources,25774,1,3,Yes,7,Other,1,1,20,Yes
333,38,Sales,Laboratory Technician,42027,3,1,No,15,Other,3,8,15,No
334,51,Research & Development,Research Scientist,39208,2,2,No,11,Other,3,4,28,Yes
335,20,Sales,Manager,65855,2,1,No,4,Technical Degree,2,2,26,Yes
336,51,Research & Development,Manager,30525,2,1,Yes,9,Marketing,3,5,25,Yes
337,51,Research & Development,Manager,69127,4,3,Yes,16,Marketing,1,7,5,No
338,52,Human Resources,Human Resources,71398,1,1,No,4,Life Sciences,4,0,20,Yes
339,30,Research & Development,Manufacturing Director,13200,3,4,No,13,Technical Degree,4,3,11,No
340,36,Research & Development,Manager,32213,2,3,No,4,Other,3,1,21,No
341,31,Human Resources,Human Resources,16639,3,3,No,4,Other,3,7,1,No
342,20,Research & Development,Manager,26756,2,1,No,10,Marketing,4,6,16,Yes
343,55,Research & Development,Manufacturing Director,18860,1,3,No,10,Marketing,2,9,6,Yes
344,49,Human Resources,Sales Executive,33136,1,3,No,17,Technical Degree,3,2,28,No
345,35,Sales,Sales Executive,71675,3,3,No,10,Other,2,6,20,No
346,41,Research & Development,Manager,42360,2,2,No,10,Medical,1,9,5,Yes
347,35,Research & Development,Human Resources,11866,4,3,No,14,Other,3,1,20,No
348,51,Research & Development,Sales Executive,24464,1,2,No,16,Life Sciences,1,7,25,Yes
349,28,Research & Development,Human Resources,37761,1,3,Yes,9,Technical Degree,4,4,28,Yes
350,33,Sales,Research Scientist,20772,4,3,No,0,Medical,1,3,5,No
351,33,Research & Development,Laboratory Technician,74915,4,3,Yes,13,Marketing,1,1,16,No
352,34,Sales,Sales Executive,21620,4,2,No,4,Medical,2,9,22,Yes
353,56,Research & Development,Manufacturing Director,63119,1,2,Yes,19,Marketing,1,4,7,Yes
354,44,Research & Development,Manager,17865,3,2,No,10,Life Sciences,4,2,4,No
355,20,Sales,Manufacturing Director,75226,3,3,Yes,5,Other,4,9,6,No
356,24,Sales,Human Resources,54977,2,2,Yes,1,Life Sciences,2,8,23,Yes
357,51,Research & Development,Manager,37218,4,3,No,3,Life Sciences,4,2,5,No
358,23,Research & Development,Laboratory Technician,74741,3,4,No,16,Other,3,0,24,No
359,26,Research & Development,Laboratory Technician,26296,2,4,Yes,4,Technical Degree,1,5,13,Yes
360,47,Sales,Manager,12846,4,2,No,4,Other,4,7,5,No
361,37,Human Resources,Human Resources,62040,3,4,Yes,15,Other,3,1,18,No
362,43,Sales,Manufacturing Director,62899,3,3,No,3,Marketing,3,4,2,No
363,33,Research & Development,Manufacturing Director,21573,4,3,No,4,Technical Degree,3,9,12,No
364,53,Research & Development,Manufacturing Director,63914,4,4,No,1,Medical,4,3,10,No
365,50,Sales,Manufacturing Director,29348,1,1,No,4,Medical,2,8,22,Yes
366,36,Sales,Human Resources,52613,2,3,No,18,Other,3,8,21,No
367,59,Sales,Human Resources,37745,1,1,No,2,Other,1,0,25,Yes
368,44,Research & Development,Human Resources,70752,3,3,Yes,5,Life Sciences,1,0,4,No
369,44,Research & Development,Manufacturing Director,68965,2,3,Yes,9,Life Sciences,4,0,20,Yes
370,28,Sales,Sales Executive,48773,2,3,Yes,4,Technical Degree,2,6,29,Yes
371,26,Sales,Manager,73762,4,4,Yes,11,Medical,2,6,11,No
372,46,Sales,Laboratory Technician,39359,1,2,Yes,18,Medical,4,5,22,Yes
373,50,Research & Development,Research Scientist,74938,3,3,No,17,Medical,3,0,7,No
374,25,Human Resources,Laboratory Technician,13072,4,1,Yes,2,Technical Degree,3,4,29,Yes
375,41,Sales,Laboratory Technician,47745,4,3,No,9,Technical Degree,4,1,27,No
376,22,Research & Development,Laboratory Technician,64518,1,4,No,11,Marketing,4,7,21,No
377,40,Research & Development,Research Scientist,28500,4,1,No,2,Other,1,7,13,No
378,32,Research & Development,Laboratory Technician,20054,3,1,No,6,Life Sciences,1,4,9,No
379,53,Research & Development,Laboratory Technician,56662,1,4,No,17,Life Sciences,3,7,4,No
380,38,Sales,Sales Executive,61223,1,1,Yes,19,Life Sciences,4,8,10,Yes
381,55,Research & Development,Laboratory Technician,48315,4,4,Yes,10,Medical,2,3,3,No
382,21,Sales,Human Resources,47646,4,3,No,17,Medical,4,9,22,No
383,32,Sales,Human Resources,33348,2,4,No,16,Life Sciences,1,2,2,No
384,55,Research & Development,Human Resources,54483,3,2,No,10,Life Sciences,2,6,29,No
385,32,Sales,Laboratory Technician,44456,1,3,Yes,19,Technical Degree,1,3,2,Yes
386,52,Sales,Human Resources,30135,2,4,No,13,Technical Degree,2,6,17,No
387,39,Research & Development,Manufacturing Director,16299,4,3,No,0,Other,4,3,29,No
388,32,Research & Development,Human Resources,69694,4,3,Yes,16,Other,4,9,10,No
389,48,Research & Development,Research Scientist,63898,3,3,No,0,Medical,2,5,11,No
390,35,Research & Development,Human Resources,30925,1,3,No,17,Medical,1,4,3,No
391,56,Sales,Research Scientist,10597,3,1,Yes,14,Other,1,2,29,Yes
392,28,Research & Development,Sales Executive,25228,1,1,Yes,2,Technical Degree,2,2,14,Yes
393,41,Human Resources,Manufacturing Director,22762,4,3,No,14,Life Sciences,3,0,9,No
394,19,Research & Development,Sales Executive,46769,1,1,No,11,Life Sciences,3,1,3,Yes
395,46,Human Resources,Manager,72836,4,3,No,10,Medical,1,7,15,No
396,28,Research & Development,Sales Executive,26306,2,3,Yes,3,Technical Degree,2,9,2,Yes
397,29,Sales,Manufacturing Director,42888,2,3,No,12,Medical,4,8,11,No
398,19,Sales,Laboratory Technician,14046,2,2,No,7,Medical,4,7,28,Yes
399,36,Research & Development,Manufacturing Director,79960,3,2,No,1,Medical,4,4,2,No
400,52,Research & Development,Sales Executive,73906,1,1,Yes,14,Marketing,2,6,3,Yes
401,29,Research & Development,Manager,63971,2,4,No,10,Marketing,1,0,20,No
402,28,Sales,Research Scientist,20745,3,4,Yes,7,Other,3,7,27,Yes
403,54,Research & Development,Manufacturing Director,50072,1,1,Yes,19,Other,2,9,25,Yes
404,24,Research & Development,Manager,71688,1,2,No,11,Technical Degree,2,0,23,Yes
405,21,Research & Development,Manufacturing Director,47977,3,1,No,12,Technical Degree,4,8,29,No
406,52,Research & Development,Sales Executive,67342,3,2,Yes,11,Medical,1,0,2,Yes
407,39,Human Resources,Research Scientist,37868,1,1,Yes,18,Life Sciences,3,2,5,Yes
408,34,Research & Development,Human Resources,45116,3,2,Yes,12,Other,1,2,20,Yes
409,57,Sales,Manufacturing Director,45207,4,2,No,8,Life Sciences,1,7,16,No
410,36,Research & Development,Manufacturing Director,72044,4,2,No,3,Other,3,5,5,No
411,39,Research & Development,Research Scientist,62863,1,2,No,16,Marketing,1,5,5,Yes
412,41,Sales,Sales Executive,31481,4,3,Yes,5,Life Sciences,2,7,21,No
413,37,Sales,Human Resources,14942,4,4,No,3,Marketing,2,0,15,No
414,25,Human Resources,Sales Executive,75495,4,4,No,10,Medical,1,7,16,No
415,34,Human Resources,Sales Executive,47716,4,2,No,10,Other,1,9,16,No
416,21,Sales,Manufacturing Director,51418,1,1,Yes,3,Medical,1,9,13,Yes
417,56,Sales,Manufacturing Director,20533,2,3,No,12,Life Sciences,1,8,12,Yes
418,45,Research & Development,Laboratory Technician,35578,2,3,Yes,17,Medical,1,0,5,Yes
419,50,Sales,Research Scientist,33885,1,2,No,4,Life Sciences,3,5,14,Yes
420,41,Research & Development,Laboratory Technician,10498,1,3,No,5,Technical Degree,1,3,15,Yes
421,52,Research & Development,Manufacturing Director,27289,4,1,No,6,Medical,4,1,20,No
422,43,Research & Development,Sales Executive,61569,1,4,No,8,Life Sciences,4,2,9,No
423,34,Human Resources,Human Resources,28821,4,3,Yes,12,Life Sciences,1,5,16,No
424,36,Research & Development,Human Resources,36066,3,4,No,4,Technical Degree,4,2,14,No
425,37,Research & Development,Sales Executive,44792,4,3,No,11,Life Sciences,2,1,26,No
426,50,Sales,Manager,53267,4,2,No,18,Other,1,8,23,No
427,42,Research & Development,Human Resources,70068,4,1,Yes,17,Other,1,6,19,Yes
428,58,Sales,Laboratory Technician,65562,1,3,No,8,Life Sciences,4,1,15,No
429,26,Sales,Sales Executive,36886,3,3,No,10,Other,4,6,18,No
430,40,Sales,Manufacturing Director,16633,1,1,No,10,Other,4,3,9,Yes
431,29,Sales,Manufacturing Director,51772,2,2,Yes,12,Marketing,2,0,3,Yes
432,26,Research & Development,Sales Executive,12339,4,3,No,0,Life Sciences,3,4,13,No
433,42,Sales,Manager,20205,1,3,No,5,Life Sciences,4,9,10,Yes
434,58,Research & Development,Human Resources,27446,4,4,Yes,5,Technical Degree,2,8,23,No
435,44,Human Resources,Research Scientist,76192,1,4,No,3,Medical,4,2,14,No
436,34,Research & Development,Laboratory Technician,14204,3,3,No,7,Marketing,1,5,26,No
437,46,Research & Development,Manufacturing Director,25092,4,1,No,0,Technical Degree,1,2,16,No
438,44,Research & Development,Research Scientist,37410,4,1,Yes,2,Medical,2,6,22,Yes
439,48,Research & Development,Manufacturing Director,65893,1,2,No,6,Technical Degree,4,8,2,Yes
440,19,Research & Development,Laboratory Technician,22776,4,4,Yes,6,Medical,2,3,10,Yes
441,45,Sales,Research Scientist,10914,4,3,Yes,10,Marketing,1,0,14,Yes
442,20,Research & Development,Research Scientist,79307,1,2,Yes,3,Medical,1,3,22,Yes
443,42,Sales,Research Scientist,78944,3,2,Yes,4,Marketing,3,3,16,Yes
444,31,Human Resources,Laboratory Technician,46483,3,3,Yes,14,Other,3,3,15,No
445,31,Sales,Manufacturing Director,61664,1,4,No,7,Marketing,3,1,9,No
446,43,Sales,Sales Executive,33621,1,1,Yes,13,Other,3,1,15,Yes
447,58,Research & Development,Laboratory Technician,35195,3,1,No,4,Technical Degree,3,1,4,No
448,24,Research & Development,Manager,55853,2,3,Yes,6,Other,3,7,20,Yes
449,57,Research & Development,Laboratory Technician,25977,4,2,No,11,Life Sciences,3,3,20,No
450,55,Research & Development,Laboratory Technician,14097,3,1,No,15,Marketing,4,6,15,No
451,35,Research & Development,Human Resources,64634,4,2,No,9,Other,2,5,27,No
452,24,Sales,Manager,71300,2,1,No,13,Medical,2,9,21,Yes
453,56,Human Resources,Sales Executive,70711,3,4,Yes,1,Medical,1,0,15,No
454,55,Research & Development,Research Scientist,11416,1,2,Yes,17,Technical Degree,4,5,4,Yes
455,59,Research & Development,Manufacturing Director,25322,3,3,No,13,Life Sciences,4,4,13,No
456,48,Sales,Sales Executive,24793,4,3,No,16,Medical,4,3,29,No
457,20,Research & Development,Sales Executive,74013,4,3,No,13,Life Sciences,4,3,4,No
458,54,Sales,Sales Executive,64352,1,4,No,5,Life Sciences,2,6,9,No
459,28,Sales,Human Resources,11966,2,2,Yes,13,Marketing,4,0,14,Yes
460,43,Sales,Research Scientist,49975,3,4,No,13,Technical Degree,4,6,15,No
461,36,Sales,Human Resources,79279,2,3,Yes,8,Technical Degree,1,6,28,Yes
462,50,Research & Development,Sales Executive,56836,3,1,No,13,Technical Degree,4,4,12,No
463,34,Human Resources,Manager,69554,3,3,No,10,Life Sciences,3,4,22,No
464,40,Research & Development,Sales Executive,34846,2,3,Yes,10,Technical Degree,1,2,27,Yes
465,58,Research & Development,Manufacturing Director,26953,1,4,No,5,Medical,3,3,7,No
466,49,Research & Development,Manager,75923,3,1,Yes,14,Technical Degree,4,8,6,Yes
467,56,Sales,Sales Executive,67932,4,4,No,7,Other,3,1,28,No
468,22,Sales,Manufacturing Director,47611,2,4,No,19,Medical,1,0,17,No
469,41,Sales,Research Scientist,36239,1,3,No,18,Marketing,1,1,18,No
470,57,Sales,Manufacturing Director,75932,2,1,No,10,Other,1,8,15,Yes
471,18,Sales,Research Scientist,75885,1,1,No,19,Other,1,6,8,Yes
472,56,Research & Development,Human Resources,16656,3,4,No,17,Medical,3,5,5,No
473,32,Sales,Human Resources,59240,1,2,No,9,Other,2,3,8,Yes
474,27,Sales,Laboratory Technician,70026,4,4,No,17,Medical,3,5,12,No
475,57,Research & Development,Human Resources,62440,2,4,No,11,Marketing,3,3,20,No
476,44,Research & Development,Laboratory Technician,62677,2,1,No,2,Technical Degree,3,6,1,Yes
477,35,Human Resources,Laboratory Technician,39206,3,2,Yes,9,Marketing,3,5,2,Yes
478,23,Research & Development,Laboratory Technician,40818,1,3,No,1,Marketing,4,8,18,No
479,19,Human Resources,Manufacturing Director,67113,1,2,No,15,Medical,1,5,10,Yes
480,30,Research & Development,Sales Executive,24246,3,4,No,12,Medical,2,4,18,No
481,53,Research & Development,Research Scientist,26284,1,4,No,0,Medical,4,4,25,Yes
482,40,Research & Development,Sales Executive,23790,3,2,No,19,Medical,4,6,26,Yes
483,18,Research & Development,Manufacturing Director,27342,2,1,Yes,5,Life Sciences,3,1,11,Yes
484,25,Research & Development,Sales Executive,58655,4,2,Yes,14,Technical Degree,2,6,1,Yes
485,18,Research & Development,Research Scientist,77619,4,4,No,13,Technical Degree,3,4,7,No
486,44,Research & Development,Manufacturing Director,45300,1,2,Yes,10,Technical Degree,1,6,2,Yes
487,37,Research & Development,Human Resources,13830,2,2,No,16,Life Sciences,3,2,13,Yes
488,36,Sales,Human Resources,55750,1,3,No,4,Medical,4,3,4,No
489,25,Research & Development,Manager,31462,3,3,Yes,5,Medical,2,1,2,No
490,23,Research & Development,Manager,76270,1,2,Yes,12,Other,1,0,15,Yes
491,47,Human Resources,Manufacturing Director,77151,4,4,Yes,3,Medical,2,1,4,No
492,19,Research & Development,Laboratory Technician,44824,2,2,Yes,0,Life Sciences,3,8,1,Yes
493,46,Research & Development,Manager,72523,1,4,No,3,Technical Degree,3,9,22,No
494,24,Research & Development,Laboratory Technician,47005,3,2,No,5,Technical Degree,4,6,13,No
495,39,Research & Development,Laboratory Technician,51348,3,1,No,15,Medical,4,5,2,No
496,41,Sales,Human Resources,69964,1,1,No,11,Other,1,5,5,Yes
497,45,Research & Development,Manufacturing Director,72504,2,3,Yes,3,Technical Degree,1,9,16,Yes
498,21,Research & Development,Laboratory Technician,62035,3,4,No,12,Medical,1,9,6,No
499,54,Human Resources,Manager,48609,3,2,No,14,Medical,2,4,15,No
500,24,Sales,Manufacturing Director,25381,4,3,No,4,Medical,3,9,10,No
501,54,Sales,Manager,25863,1,2,No,16,Life Sciences,1,1,16,Yes
502,52,Sales,Human Resources,47726,4,1,No,2,Technical Degree,3,3,6,No
503,45,Human Resources,Human Resources,79746,3,3,No,4,Life Sciences,2,4,2,No
504,26,Human Resources,Manufacturing Director,59260,4,1,No,3,Other,4,4,10,No
505,26,Research & Development,Manager,75606,4,1,No,5,Life Sciences,4,4,5,No
506,28,Human Resources,Research Scientist,36406,1,4,No,3,Marketing,1,5,18,No
507,59,Sales,Research Scientist,31663,4,1,No,16,Life Sciences,3,9,14,No
508,38,Human Resources,Laboratory Technician,35426,2,2,No,12,Life Sciences,4,5,15,Yes
509,22,Sales,Manager,11634,2,4,Yes,19,Life Sciences,3,1,3,Yes
510,41,Sales,Laboratory Technician,72426,4,1,No,18,Technical Degree,1,1,3,No
511,19,Research & Development,Manufacturing Director,24928,3,2,Yes,3,Medical,1,4,25,Yes
512,25,Sales,Sales Executive,59436,4,3,No,1,Other,4,4,3,No
513,26,Human Resources,Human Resources,27877,2,1,No,10,Marketing,1,7,12,Yes
514,42,Human Resources,Manufacturing Director,53792,1,3,No,0,Life Sciences,3,2,17,No
515,39,Research & Development,Laboratory Technician,65005,4,4,No,3,Marketing,4,1,21,No
516,41,Sales,Sales Executive,17642,2,2,No,8,Technical Degree,3,0,1,Yes
517,36,Research & Development,Laboratory Technician,45455,4,1,No,6,Other,2,3,10,No
518,37,Sales,Manufacturing Director,36853,1,2,No,1,Medical,3,7,23,Yes
519,32,Sales,Sales Executive,39444,3,1,No,4,Medical,2,0,18,No
520,55,Research & Development,Research Scientist,56778,4,4,No,13,Other,1,8,8,No
521,53,Sales,Human Resources,30365,1,2,Yes,16,Marketing,2,2,11,Yes
522,50,Sales,Manufacturing Director,70752,3,1,Yes,11,Technical Degree,4,0,22,Yes
523,41,Sales,Laboratory Technician,69578,3,4,No,8,Other,3,5,2,No
524,41,Research & Development,Laboratory Technician,57534,4,4,Yes,7,Life Sciences,2,8,9,No
525,52,Research & Development,Manufacturing Director,20940,3,3,Yes,15,Life Sciences,2,4,10,Yes
526,50,Sales,Sales Executive,61559,4,3,No,5,Medical,1,1,11,No
527,53,Sales,Manufacturing Director,20739,4,3,No,3,Medical,3,8,11,No
528,35,Research & Development,Sales Executive,40655,4,2,No,5,Technical Degree,1,6,1,No
529,59,Research & Development,Research Scientist,69035,4,3,No,16,Marketing,4,3,29,No
530,50,Sales,Manufacturing Director,61219,1,1,No,15,Other,4,6,16,Yes
531,50,Research & Development,Manager,47064,1,4,No,8,Medical,2,3,3,No
532,36,Sales,Research Scientist,35395,1,2,No,10,Medical,3,5,15,Yes
533,22,Research & Development,Laboratory Technician,69931,1,4,Yes,9,Marketing,1,5,19,Yes
534,20,Human Resources,Manufacturing Director,32367,1,2,Yes,16,Technical Degree,1,6,24,Yes
535,33,Sales,Human Resources,54315,1,3,No,16,Medical,4,9,4,No
536,59,Sales,Human Resources,68632,4,3,Yes,2,Other,3,8,20,No
537,25,Research & Development,Research Scientist,45214,2,4,No,3,Marketing,1,8,5,No
538,51,Sales,Sales Executive,58023,2,2,No,12,Technical Degree,2,5,21,Yes
539,23,Sales,Manager,41199,1,2,No,7,Marketing,4,7,28,Yes
540,54,Sales,Laboratory Technician,61506,3,3,No,7,Marketing,3,5,21,No
541,28,Research & Development,Human Resources,31151,1,1,Yes,19,Other,4,8,8,Yes
542,46,Human Resources,Human Resources,65430,4,1,Yes,18,Life Sciences,1,7,6,Yes
543,35,Human Resources,Human Resources,65179,2,1,No,11,Medical,2,4,29,Yes
544,26,Research & Development,Laboratory Technician,13463,1,3,No,7,Life Sciences,3,7,24,Yes
545,24,Sales,Research Scientist,64019,1,1,Yes,3,Marketing,1,3,2,Yes
546,34,Research & Development,Sales Executive,24489,4,4,No,6,Other,2,3,19,No
547,38,Human Resources,Human Resources,56149,2,3,No,7,Medical,4,4,5,No
548,21,Research & Development,Manufacturing Director,70686,3,4,No,11,Medical,2,1,8,No
549,30,Sales,Manufacturing Director,26198,4,1,No,0,Life Sciences,4,4,29,No
550,30,Research & Development,Manufacturing Director,43521,2,2,No,12,Technical Degree,1,2,9,Yes
551,19,Sales,Manufacturing Director,20842,2,4,No,0,Other,4,0,12,Yes
552,36,Sales,Manager,66269,2,1,Yes,0,Marketing,1,9,19,Yes
553,41,Research & Development,Research Scientist,50422,4,1,No,1,Other,3,2,6,No
554,42,Sales,Human Resources,59837,2,4,No,19,Technical Degree,4,8,20,No
555,26,Sales,Manufacturing Director,64265,1,1,Yes,1,Medical,1,6,20,Yes
556,34,Human Resources,Laboratory Technician,24054,3,2,No,16,Technical Degree,4,3,9,No
557,39,Research & Development,Manager,40222,2,2,No,12,Technical Degree,2,3,29,Yes
558,37,Human Resources,Human Resources,43882,2,1,No,8,Life Sciences,1,9,29,Yes
559,49,Research & Development,Manager,22879,2,4,No,0,Other,3,1,19,Yes
560,21,Sales,Human Resources,55420,1,4,Yes,1,Life Sciences,3,3,5,Yes
561,52,Sales,Human Resources,78831,4,2,No,3,Other,1,6,14,No
562,43,Sales,Manager,71288,4,3,No,16,Medical,3,2,28,No
563,59,Research & Development,Manager,69159,3,4,No,12,Technical Degree,3,3,28,No
564,32,Human Resources,Laboratory Technician,74288,3,2,Yes,13,Technical Degree,2,3,7,Yes
565,27,Research & Development,Manager,36568,1,1,No,14,Medical,2,8,5,Yes
566,25,Research & Development,Laboratory Technician,54660,4,2,No,15,Medical,4,1,15,No
567,56,Research & Development,Human Resources,59620,2,3,Yes,5,Marketing,1,1,4,Yes
568,40,Sales,Sales Executive,68853,4,1,No,10,Other,3,2,17,No
569,51,Human Resources,Laboratory Technician,71943,2,4,No,7,Life Sciences,1,8,10,No
570,49,Sales,Human Resources,17087,4,2,Yes,16,Marketing,2,0,29,Yes
571,52,Sales,Manufacturing Director,10685,1,2,No,2,Technical Degree,2,0,28,Yes
572,23,Research & Development,Manufacturing Director,53132,3,4,No,8,Life Sciences,2,2,27,No
573,32,Research & Development,Human Resources,22690,4,2,Yes,10,Other,1,9,11,Yes
574,30,Research & Development,Research Scientist,35271,3,3,No,2,Medical,4,0,3,No
575,34,Sales,Human Resources,70899,1,3,No,13,Other,4,7,5,No
576,46,Research & Development,Manufacturing Director,39012,3,2,Yes,3,Technical Degree,2,4,11,Yes
577,38,Sales,Manufacturing Director,10515,4,4,No,16,Other,1,5,27,No
578,36,Research & Development,Manufacturing Director,63841,4,4,No,7,Marketing,1,1,9,No
579,27,Research & Development,Manager,11731,4,1,No,11,Technical Degree,1,1,16,No
580,55,Sales,Manager,18931,4,3,Yes,15,Life Sciences,2,4,14,Yes
581,52,Research & Development,Research Scientist,31385,3,1,No,9,Medical,3,1,26,No
582,24,Human Resources,Manager,10918,1,2,No,5,Medical,4,6,2,Yes
583,48,Research & Development,Sales Executive,53857,4,2,No,4,Life Sciences,3,6,15,No
584,21,Research & Development,Sales Executive,58134,1,3,No,19,Marketing,2,6,28,No
585,25,Sales,Sales Executive,24218,3,1,No,9,Medical,4,7,3,No
586,24,Sales,Sales Executive,76688,3,1,No,11,Life Sciences,3,2,10,No
587,31,Research & Development,Sales Executive,41950,3,4,No,18,Marketing,1,7,24,No
588,28,Sales,Human Resources,69640,3,1,No,11,Life Sciences,3,7,5,No
589,51,Sales,Manufacturing Director,12361,4,2,No,4,Other,2,7,28,Yes
590,18,Sales,Human Resources,12359,2,4,No,8,Medical,2,4,19,Yes
591,42,Sales,Manufacturing Director,63478,1,3,Yes,4,Medical,1,7,4,Yes
592,54,Sales,Laboratory Technician,23236,2,2,Yes,10,Technical Degree,4,7,6,Yes
593,41,Research & Development,Laboratory Technician,16823,1,4,Yes,3,Other,1,2,8,Yes
594,20,Sales,Human Resources,19227,3,1,No,10,Other,1,8,23,Yes
595,56,Research & Development,Research Scientist,41982,2,2,Yes,2,Marketing,4,7,3,Yes
596,23,Sales,Human Resources,76454,4,1,No,17,Life Sciences,2,8,12,No
597,35,Research & Development,Research Scientist,10184,1,2,No,11,Technical Degree,4,5,2,Yes
598,19,Sales,Laboratory Technician,76309,3,2,No,19,Other,2,6,13,No
599,27,Research & Development,Research Scientist,63274,3,3,Yes,19,Medical,1,8,21,No
600,31,Research & Development,Manufacturing Director,75897,4,2,No,10,Marketing,2,0,24,No
601,31,Sales,Research Scientist,12578,2,2,No,11,Technical Degree,3,5,22,Yes
602,51,Human Resources,Manufacturing Director,65549,2,2,No,18,Marketing,2,2,23,Yes
603,25,Sales,Research Scientist,19766,3,2,Yes,0,Other,3,0,12,Yes
604,44,Human Resources,Manager,35687,1,1,No,7,Medical,2,5,14,Yes
605,28,Sales,Manufacturing Director,63937,4,1,No,14,Other,4,2,18,No
606,56,Research & Development,Human Resources,31210,4,1,No,11,Technical Degree,4,2,27,No
607,27,Sales,Manager,42005,1,4,No,6,Marketing,4,5,21,No
608,52,Research & Development,Sales Executive,22485,3,3,No,3,Marketing,3,2,15,No
609,56,Sales,Research Scientist,57329,1,2,No,11,Other,4,7,18,Yes
610,51,Sales,Research Scientist,24980,1,2,No,0,Marketing,3,7,7,Yes
611,40,Sales,Human Resources,51962,4,3,No,9,Technical Degree,2,8,10,No
612,44,Sales,Sales Executive,16331,1,3,No,7,Life Sciences,3,5,20,Yes
613,26,Human Resources,Laboratory Technician,78313,3,1,No,2,Medical,1,9,26,No
614,21,Sales,Research Scientist,19309,4,1,No,13,Other,3,3,4,No
615,58,Research & Development,Human Resources,47421,2,1,Yes,2,Technical Degree,1,2,14,Yes
616,46,Sales,Laboratory Technician,33686,3,4,No,4,Technical Degree,1,6,19,No
617,57,Human Resources,Laboratory Technician,59931,1,1,No,16,Marketing,2,4,13,Yes
618,20,Research & Development,Manager,33730,4,4,No,18,Marketing,2,9,17,No
619,41,Research & Development,Human Resources,24466,2,1,No,6,Life Sciences,2,7,25,Yes
620,49,Sales,Laboratory Technician,49251,1,4,No,12,Life Sciences,2,5,18,No
621,19,Human Resources,Research Scientist,75972,2,1,No,7,Marketing,3,9,26,Yes
622,54,Research & Development,Human Resources,31720,3,2,No,2,Other,1,9,6,No
623,41,Human Resources,Manager,17036,4,3,No,11,Marketing,2,9,23,No
624,22,Research & Development,Sales Executive,55679,4,4,No,14,Technical Degree,3,3,29,No
625,32,Research & Development,Laboratory Technician,79581,2,3,No,5,Marketing,3,9,15,No
626,53,Sales,Sales Executive,29755,2,2,No,13,Life Sciences,2,7,19,Yes
627,40,Sales,Laboratory Technician,15338,3,4,No,16,Marketing,4,5,5,No
628,48,Research & Development,Manufacturing Director,12299,2,3,Yes,15,Life Sciences,3,8,27,Yes
629,57,Research & Development,Research Scientist,72525,4,4,No,14,Life Sciences,3,6,14,No
630,22,Sales,Research Scientist,41882,3,3,No,10,Marketing,2,7,12,No
631,41,Sales,Laboratory Technician,17316,1,2,No,1,Technical Degree,4,4,26,Yes
632,55,Sales,Sales Executive,55625,4,3,Yes,11,Medical,2,9,19,No
633,20,Sales,Manager,40531,2,3,Yes,3,Medical,2,8,2,Yes
634,53,Human Resources,Laboratory Technician,25693,4,4,No,17,Other,4,6,7,No
635,20,Research & Development,Human Resources,79804,3,2,No,9,Marketing,4,7,29,No
636,18,Sales,Sales Executive,62290,1,4,Yes,0,Technical Degree,1,2,8,Yes
637,25,Research & Development,Research Scientist,72228,3,4,No,6,Other,3,2,10,No
638,47,Human Resources,Human Resources,32064,2,1,No,8,Life Sciences,2,5,17,Yes
639,26,Research & Development,Research Scientist,55627,2,4,No,9,Marketing,1,0,12,No
640,34,Sales,Manufacturing Director,18682,2,4,No,19,Other,3,8,2,Yes
641,25,Sales,Sales Executive,51207,2,3,No,7,Medical,4,0,27,No
642,50,Sales,Manufacturing Director,37730,1,1,No,2,Life Sciences,4,4,26,Yes
643,38,Sales,Manufacturing Director,53547,3,3,Yes,9,Life Sciences,3,2,3,No
644,29,Human Resources,Human Resources,27813,3,2,No,6,Technical Degree,2,2,13,No
645,30,Sales,Laboratory Technician,67862,2,4,No,13,Marketing,3,1,17,No
646,34,Human Resources,Laboratory Technician,50246,3,2,No,9,Life Sciences,4,6,3,No
647,56,Research & Development,Laboratory Technician,18382,2,3,No,5,Other,3,4,24,Yes
648,54,Sales,Manager,43067,3,4,No,3,Other,2,0,23,No
649,50,Research & Development,Human Resources,71229,3,3,No,19,Life Sciences,3,2,8,No
650,27,Sales,Human Resources,15196,2,4,No,16,Medical,4,9,20,Yes
651,19,Research & Development,Manager,21485,3,4,Yes,1,Other,3,4,1,Yes
652,55,Research & Development,Research Scientist,58611,2,3,No,8,Technical Degree,4,4,2,No
653,26,Human Resources,Manufacturing Director,40809,3,4,Yes,13,Technical Degree,1,1,27,No
654,57,Human Resources,Human Resources,69942,2,3,No,13,Life Sciences,4,2,17,No
655,48,Human Resources,Manager,63378,3,2,Yes,17,Life Sciences,2,1,18,Yes
656,57,Human Resources,Sales Executive,18896,2,2,No,6,Life Sciences,1,4,8,Yes
657,23,Research & Development,Laboratory Technician,49980,2,3,Yes,14,Marketing,2,1,16,Yes
658,57,Research & Development,Sales Executive,16870,2,1,No,2,Technical Degree,1,0,19,Yes
659,50,Research & Development,Manufacturing Director,21859,3,2,Yes,7,Medical,3,9,21,Yes
